entrezID	gene
26801	SNORD48
26797	SNORD52
4758	NEU1
80736	SLC44A4
10919	EHMT2
717	C2
221527	ZBTB12
102060414	C2-AS1
629	CFB
7936	NELFE
100302242	MIR1236
6499	SKIV2L
1797	DXO
8859	STK19
720	C4A
110384692	C4A
721	C4B
102060414	C4B-AS1
1589	CYP21A2
7148	TNXB
1388	ATF6B
63943	FKBPL
80863	PRRT1
100507547	PRRT1
100507547	
9374	PPT2
80864	EGFL8
10554	AGPAT1
102466190	MIR6721
6048	RNF5
102465500	MIR6833
177	AGER
5089	PBX2
63940	GPSM3
4855	NOTCH4
414764	TSBP1-AS1
10665	TSBP1
56244	BTNL2
3122	HLA-DRA
3127	HLA-DRB5
3128	HLA-DRB6
3123	HLA-DRB1
3117	HLA-DQA1
3119	HLA-DQB1
106480429	HLA-DQB1-AS1
102725019	
3117	HLA-DQA2
3118	HLA-DQA2
100616218	MIR3135B
3120	HLA-DQB2
3112	HLA-DOB
6891	TAP2
5696	PSMB8
100507463	PSMB8-AS1
5698	PSMB9
6890	TAP1
3109	HLA-DMB
3108	HLA-DMA
6046	BRD2
3111	HLA-DOA
3113	HLA-DPA1
3115	HLA-DPB1
3116	HLA-DPB2
1302	COL11A2
6257	RXRB
7922	SLC39A7
7923	HSD17B8
407002	MIR219A1
6015	RING1
414765	HCG25
6293	VPS52
6222	RPS18
8705	B3GALT4
9277	WDR46
102466754	MIR6873
10471	PFDN6
102465501	MIR6834
5863	RGL2
6892	TAPBP
9278	ZBTB22
1616	DAXX
113523636	DAXX
113523636	SMIM40
3833	KIFC1
5252	PHF1
51596	CUTA
8831	SYNGAP1
100847012	MIR5004
221504	ZBTB9
449520	GGNBP1
578	BAK1
401253	LINC00336
3710	ITPR3
84300	UQCC2
100500873	MIR3934
117283	IP6K3
221496	LEMD2
4295	MLN
100507584	LINC01016
102466816	MIR7159
100302123	MIR1275
2914	GRM4
3159	HMGA1
102465502	MIR6835
221491	SMIM29
11165	NUDT3
100529239	RPS10-NUDT3
6204	RPS10
29993	PACSIN1
25803	SPDEF
64771	ILRUN
101929243	ILRUN-AS1
6631	SNRPC
54887	UHRF1BP1
6882	TAF11
23294	ANKS1A
6954	TCP11
222663	SCUBE3
7629	ZNF76
50619	DEF6
5467	PPARD
2178	FANCE
4736	RPL10A
102465668	MIR7111
7005	TEAD3
7287	TULP1
2289	FKBP5
100847048	MIR5690
221481	ARMC12
389383	CLPSL2
340204	CLPSL1
1208	CLPS
222662	LHFPL5
6732	SRPK1
116369	SLC26A8
1432	MAPK14
5603	MAPK13
27154	BRPF3
285848	PNPLA1
389384	BNIP5
51513	ETV7
222659	PXT1
222658	KCTD20
11329	STK38
6428	SRSF3
100500885	MIR3925
101154753	PANDAR
1026	CDKN1A
108783646	DINOL
401258	RAB44
57699	CPNE5
51645	PPIL1
221477	C6orf89
221476	PI16
23787	MTCH1
221472	FGD2
5292	PIM1
221468	TMEM217
221468	
55633	TBC1D22B
9025	RNF8
23070	CMTR1
154467	CCDC167
100616413	MIR4462
266727	MDGA1
60685	ZFAND3
114781	BTBD9
2739	GLO1
1769	DNAH8
2740	GLP1R
55776	SAYSD1
8645	KCNK5
89822	KCNK17
83795	KCNK16
221458	KIF6
23500	DAAM2
100505635	DAAM2-AS1
4337	MOCS1
732253	TDRG1
57497	LRFN2
222643	UNC5CL
221443	OARD1
222642	TSPO2
10930	APOBEC2
4800	NFYA
221442	ADCY10P1
340205	TREML1
54209	TREM2
79865	TREML2
285852	TREML4
54210	TREM1
9436	NCR2
101060264	FOXP4-AS1
103106903	LINC01276
116113	FOXP4
100616178	MIR4641
4188	MDFI
7942	TFEB
5225	PGC
10817	FRS3
29964	PRICKLE4
100188893	TOMM6
25862	USP49
9477	MED20
705	BYSL
896	CCND3
129685	TAF8
647024	C6orf132
2978	GUCA1A
118142757	GUCA1A
114841037	GUCA1ANB
2979	GUCA1B
55173	MRPS10
55809	TRERF1
23304	UBR2
5961	PRPH2
6903	TBCC
23506	BICRAL
285855	RPL7L1
441150	C6orf226
171558	PTCRA
10695	CNPY3
27232	GNMT
107080644	GNMT
5190	PEX6
5528	PPP2R5D
4201	MEA1
116138	KLHDC3
88745	RRP36
9820	CUL7
89953	KLC4
51069	MRPL2
5754	PTK7
6722	SRF
23113	CUL9
10591	DNPH1
84630	TTBK1
10864	SLC22A7
401262	CRIP3
24149	ZNF318
89845	ABCC10
102466746	MIR6780B
65989	DLK2
93643	TJAP1
221424	LRRC73
9533	POLR1C
25844	YIPF3
57510	XPO5
5429	POLH
54676	GTPBP2
9587	MAD2L1BP
221421	RSPH9
55168	MRPS18A
7422	VEGFA
285857	LINC02537
101929705	
221416	C6orf223
64928	MRPL14
55362	TMEM63B
11131	CAPN11
101929726	MYMX
2030	SLC29A1
3326	HSP90AB1
347734	SLC35B2
100616124	MIR4647
4794	NFKBIE
441151	TMEM151B
202500	TCTE1
57505	AARS2
221409	SPATS1
988	CDC5L
100616352	MIR4642
8464	SUPT3H
693171	MIR586
860	RUNX2
53405	CLIC5
22875	ENPP4
59084	ENPP5
10231	RCAN2
51302	CYP39A1
9481	SLC25A27
101926934	
221400	TDRD6
7941	PLA2G7
100287718	ANKRD66
4224	MEP1A
221395	ADGRF5
266977	ADGRF1
27242	TNFRSF21
23607	CD2AP
222611	ADGRF2
221393	ADGRF4
221391	OPN5
442213	PTCHD4
4594	MMUT
55166	CENPQ
389396	GLYATL3
135398	C6orf141
6005	RHAG
7180	CRISP2
10321	CRISP3
5232	PGK2
167	CRISP1
403339	DEFB133
245928	DEFB114
245927	DEFB113
245913	DEFB110
245915	DEFB112
100505985	
83741	TFAP2D
7021	TFAP2B
5314	PKHD1
406989	MIR206
442890	MIR133B
3605	IL17A
112744	IL17F
4172	MCM3
85315	PAQR8
114327	EFHC1
9697	TRAM2
401264	TRAM2-AS1
730101	
28978	TMEM14A
2939	GSTA2
2938	GSTA1
221357	GSTA5
2940	GSTA3
2941	GSTA4
125050	RN7SK
22858	CILK1
26268	FBXO9
8521	GCM1
60481	ELOVL5
100847075	MIR5685
2729	GCLC
101927136	
101927171	LINC01564
401265	KLHL31
55227	LRRC1
90523	MLIP
101927189	
100874282	MLIP-IT1
27283	TINAG
222584	FAM83B
3062	HCRTR2
389400	GFRAL
54511	HMGCLL1
653	BMP5
81578	COL21A1
667	DST
221336	BEND6
57691	KIAA1586
26036	ZNF451
9532	BAG2
51715	RAB23
5558	PRIM2
100422884	MIR548U
728411	LINC00680
202559	KHDRBS2
51557	LGSN
7803	PTP4A1
23469	PHF3
346007	EYS
112935969	SCAT8
102723883	
101928280	LINC02549
577	ADGRB3
55788	LMBRD1
1310	COL19A1
1297	COL9A1
105377849	FAM135A-AS1
57579	FAM135A
135154	SDHAF4
60682	SMAP1
135152	B3GAT2
79627	OGFRL1
79940	LINC00472
407032	MIR30C2
407029	MIR30A
22999	RIMS1
56479	KCNQ5
100423005	MIR4282
100873997	KCNQ5-AS1
100129128	KHDC1L
80759	KHDC1
340168	DPPA5
154288	KHDC3L
441161	OOEP
55510	DDX43
115004	CGAS
25821	MTO1
1915	EEF1A1
26503	SLC17A5
101928489	
135228	CD109
101928516	
1303	COL12A1
1347	COX7A2
55754	TMEM30A
27145	FILIP1
100616389	MIR4463
26054	SENP6
4646	MYO6
3617	IMPG1
105377860	LINC02540
3351	HTR1B
101928601	MEI4
134728	IRAK1BP1
55023	PHIP
9324	HMGN3
100288198	HMGN3-AS1
80078	LCAL1
167691	LCA5
83699	SH3BGRL2
6785	ELOVL4
7272	TTK
594	BCKDHB
55603	TENT5A
101928770	LINC01526
25998	IBTK
7162	TPBG
90025	UBE3D
23033	DOP1A
5238	PGM3
112611	RWDD2A
4199	ME1
167681	PRSS35
9892	SNAP91
134701	RIPPLY2
51167	CYB5R4
112609	MRAP2
22832	CEP162
9096	TBX18
102724201	TBX18-AS1
101928820	LINC02535
4907	NT5E
57231	SNX14
10492	SYNCRIP
3354	HTR1E
1081	CGA
23036	ZNF292
375519	GJB7
57150	SMIM8
63914	SMIM8
206412	C6orf163
154313	CFAP206
10559	SLC35A1
57038	RARS2
23595	ORC3
55122	AKIRIN2
81833	SPACA1
1268	CNR1
8732	RNGTT
10957	PNRC1
135295	SRSF12
101929004	
135293	PM20D2
2569	GABRR1
2570	GABRR2
51465	UBE2J1
58528	RRAGD
22881	ANKRD6
57226	LYRM2
23195	MDN1
9994	CASP8AP2
84694	GJA10
60468	BACH2
100616109	MIR4464
6885	MAP3K7
100616174	MIR4643
2045	EPHA7
101927288	MANEA-DT
79694	MANEA
10690	FUT9
23376	UFL1
9457	FHL5
81491	GPR63
29078	NDUFAF4
114792	KLHL32
253714	MMS22L
101927314	
100302164	MIR2113
5454	POU3F2
26235	FBXL4
100616347	MIR548AI
84553	FAXC
51805	COQ3
25957	PNISR
85015	USP45
100130890	TSTD3
892	CCNC
59336	PRDM13
84539	MCHR2
728012	MCHR2-AS1
6492	SIM1
10973	ASCC3
2898	GRIK2
57531	HACE1
100113403	LIN28B-AS1
389421	LIN28B
11149	BVES
154442	BVES-AS1
64208	POPDC3
5550	PREP
639	PRDM1
9474	ATG5
202	CRYBG1
105377924	
84816	RTN4IP1
55278	QRSL1
100422737	LINC02532
693172	MIR587
100133941	CD24
51250	MTRES1
57673	BEND3
57107	PDSS2
55084	SOBP
256380	SCML4
11231	SEC63
28962	OSTM1
100287366	OSTM1-AS1
7101	NR2E1
8724	SNX3
246269	AFG1L
2309	FOXO3
387111	LINC00222
84071	ARMC2
27244	SESN1
285753	CEP57L1
8763	CD164
285755	PPIL6
6610	SMPD2
64780	MICAL1
9841	ZBTB24
221264	AK9
9896	FIG4
2830	GPR6
107986631	
8936	WASF1
51362	CDC40
728464	METTL24
8528	DDO
85413	SLC22A16
23097	CDK19
109616968	SNORA40C
262	AMD1
112495	GTF3C6
84154	RPF2
117247	SLC16A10
91749	MFSD4B
5980	REV3L
10758	TRAF3IP2
2534	FYN
8838	CCN6
51175	TUBE1
619208	FAM229B
3910	LAMA4
442247	RFPL4B
101927686	LINC02541
4082	MARCKS
285758	MROCKI
3066	HDAC2
101927768	HDAC2-AS2
222537	HS3ST5
105377959	
107986639	
2444	FRK
221294	NT5DC1
1300	COL10A1
23270	TSPYL4
29940	DSE
7259	TSPYL1
441168	CALHM6
100128327	TRAPPC3L
254228	CALHM5
221301	CALHM4
51389	RWDD1
345895	RSPH4A
221302	ZUP1
3841	KPNA5
221303	FAM162B
222545	GPRC6A
222546	RFX6
245806	VGLL2
6098	ROS1
285761	DCBLD1
57120	GOPC
116150	NUS1
222553	SLC35F1
387119	CEP85L
5350	PLN
254394	MCM9
25842	ASF1A
79632	FAM184A
693128	MIR548B
4121	MAN1A1
100422951	MIR3144
221322	TBC1D32
2697	GJA1
3298	HSF2
57515	SERINC1
5570	PKIB
2173	FABP7
10924	SMPDL3A
134829	CLVS2
10345	TRDN
154215	NKAIN2
154214	RNF217
7164	TPD52L1
51020	HDDC2
643623	LINC02523
23493	HEY2
135112	NCOA7
104355145	NCOA7-AS1
135114	HINT3
60487	TRMT11
387103	CENPW
693173	MIR588
84870	RSPO3
81847	RNF146
55862	ECHDC1
9729	KIAA0408
387104	SOGA3
352999	C6orf58
387357	THEMIS
5796	PTPRK
3908	LAMA2
93663	ARHGAP18
253582	TMEM244
84456	L3MBTL3
154075	SAMD3
114801	TMEM200A
100507203	SMLR1
2037	EPB41L2
9465	AKAP7
383	ARG1
9439	MED23
5169	ENPP3
79541	OR2A4
643854	CTAGE9
100616455	MIR548H5
5167	ENPP1
1490	CCN2
100616191	MIR548AJ1
100507254	LINC01013
26002	MOXD1
8417	STX7
134860	TAAR9
83551	TAAR8
319100	TAAR6
9038	TAAR5
9288	TAAR3P
9287	TAAR2
134864	TAAR1
8876	VNN1
55350	VNN3
8875	VNN2
116843	SLC18B1
6206	RPS12
594837	SNORD101
594838	SNORD100
594839	SNORA33
285735	LINC00326
2070	EYA4
100507308	TARID
6943	TCF21
9519	TBPL1
154091	SLC2A12
6446	SGK1
64577	ALDH8A1
10767	HBS1L
100500880	MIR3662
4602	MYB
693126	MIR548A2
54806	AHI1
100131814	LINC00271
27115	PDE7B
644135	
113115	MTFR2
9774	BCLAF1
9053	MAP7
4217	MAP3K5
101928461	MAP3K5-AS1
5191	PEX7
340146	SLC35D3
100294720	
53832	IL20RA
116379	IL22RA2
3459	IFNGR1
167826	OLIG3
100507406	LINC02539
100130476	WAKMAR2
7128	TNFAIP3
105378020	LINC02528
64065	PERP
57221	ARFGEF3
59351	PBOV1
110806279	SMIM28
23593	HEBP2
57224	NHSL1
100423001	MIR3145
100507462	CCDC28A-AS1
25901	CCDC28A
345930	ECT2L
85021	REPS1
58527	ABRACL
51696	HECA
167838	TXLNB
10370	CITED2
645434	LINC01625
100507477	
100500879	MIR3668
100616180	MIR4465
4829	NMBR
100126572	GJE1
51534	VTA1
57211	ADGRG6
153910	
3097	HIVEP2
51390	AIG1
134637	ADAT2
8504	PEX3
2519	FUCA2
9749	PHACTR2
84946	LTV1
153918	ZC2HC1B
5325	PLAGL1
83443	SF3B5
8676	STX11
7402	UTRN
7957	EPM2A
84085	FBXO30
257218	SHPRH
2911	GRM1
10981	RAB32
101928661	
79747	ADGB
106182249	LUADT1
134957	STXBP5
389432	SAMD5
105378044	
23328	SASH1
10090	UST
23118	TAB2
105378049	TAB2-AS1
387082	SUMO4
340152	ZC3H12D
85313	PPIL4
116254	GINM1
11104	KATNA1
9113	LATS1
645967	
348995	NUP43
5110	PCMT1
135250	RAET1E
84918	LRP11
100652739	
100652739	RAET1E-AS1
353091	RAET1G
105378052	
80328	ULBP2
80329	ULBP1
646024	RAET1K
154064	RAET1L
79465	ULBP3
81706	PPP1R14C
389434	IYD
57480	PLEKHG1
25902	MTHFD1L
9590	AKAP12
57621	ZBTB2
55005	RMND1
79624	ARMT1
80129	CCDC170
2099	ESR1
23345	SYNE1
80177	MYCT1
7432	VIP
26271	FBXO5
54516	MTRF1L
26575	RGS17
4988	OPRM1
26034	IPCEF1
154043	CNKSR3
101928868	
22828	SCAF8
26230	TIAM2
100422821	MIR1273C
51106	TFB1M
49861	CLDN20
50508	NOX3
100302259	MIR1202
109617011	SNORD28B
57492	ARID1B
115308161	
100616154	MIR4466
729515	TMEM242
79683	ZDHHC14
100500899	MIR3692
51429	SNX9
8871	SYNJ2
100874300	SYNJ2-IT1
84947	SERAC1
404672	GTF2H5
56995	TULP4
57583	TMEM181
102465694	MIR7161
6993	DYNLT1
94120	SYTL3
100500851	MIR3918
7430	EZR
101409257	EZR-AS1
202459	OSTCP1
100130967	C6orf99
83861	RSPH3
105378083	
117289	TAGAP
112267968	
84624	FNDC1
6648	SOD2
9589	WTAP
100129518	SOD2-OT1
39	ACAT2
6950	TCP1
677806	SNORA20
677812	SNORA29
29074	MRPL18
154197	PNLDC1
4142	MAS1
3482	IGF2R
100271873	AIRN
6580	SLC22A1
6582	SLC22A2
6581	SLC22A3
80350	LPAL2
4018	LPA
5340	PLG
4216	MAP3K4
56895	AGPAT4
5071	PRKN
135138	PACRG
101929239	PACRG-AS2
729658	PACRG-AS3
100526820	CAHM
9444	QKI
168090	C6orf118
10846	PDE10A
90632	PDE10A
441177	LINC00602
6862	TBXT
101929297	
285800	PRR18
113402	SFT2D1
100289495	
51660	MPC1
6196	RPS6KA2
100874353	RPS6KA2-IT1
100302141	MIR1913
8635	RNASET2
100500857	MIR3939
11116	CEP43
1235	CCR6
2853	GPR31
112590798	
54346	UNC93A
83887	TTLL2
6953	TCP10L3
401286	LINC02538
441178	LINC02487
26238	LINC01558
441179	
4301	AFDN
100128124	
3834	KIF25
100505879	KIF25-AS1
79981	FRMD1
105378137	
101929420	
168002	DACT2
64094	SMOC2
101929460	
102724357	
7058	THBS2
253769	WDR27
387263	C6orf120
55274	PHF10
6991	DYNLT2
55780	ERMARD
401288	LINC00242
80069	LINC00574
102724511	
154449	
285804	
401289	LINC01624
28514	DLL1
84498	FAM120B
100616430	MIR4644
5689	PSMB1
6908	TBP
5134	PDCD2
100507642	
105375115	
56975	FAM20C
116033993	FOXL3
105375118	
442497	
116435278	
5154	PDGFA
441307	
5575	PRKAR1B
101927000	PRKAR1B-AS2
54919	DNAAF5
23353	SUN1
51608	GET4
11033	ADAP1
90639	COX19
54905	CYP2W1
84310	C7orf50
442907	MIR339
115330	GPR146
2852	GPER1
90637	ZFAND2A
340260	UNCX
79778	MICALL2
26173	INTS1
7975	MAFK
202915	TMEM184A
84262	PSMG3
114796	PSMG3-AS1
392617	ELFN1
101927125	ELFN1-AS1
8379	MAD1L1
100616160	MIR4655
29960	MRM2
4521	NUDT1
29886	SNX8
102465503	MIR6836
8662	EIF3B
55501	CHST12
402635	GRIFIN
3955	LFNG
100616116	MIR4648
221927	BRAT1
23288	IQCE
80727	TTYH3
155185	AMZ1
2768	GNA12
84433	CARD11
221935	SDK1
221937	FOXK1
9907	AP5Z1
100616465	MIR4656
55698	RADIL
56903	PAPOLB
221938	MMD2
441191	RNF216P1
100533952	RBAK-RBAKDN
57786	RBAK
26100	WIPI2
222962	SLC29A4
84629	TNRC18
100129484	
80028	FBXL18
693174	MIR589
60	ACTB
6624	FSCN1
54476	RNF216
100874342	RNF216-IT1
102466203	MIR6874
654231	OCM
51622	CCZ1
222967	RSPH10B
5395	PMS2
7965	AIMP2
109616999	SNORA80D
27102	EIF2AK1
100310846	ANKRD61
84132	USP42
9265	CYTH3
84792	FAM220A
5879	RAC1
221955	DAGLB
11014	KDELR2
392862	GRID2IP
55146	ZDHHC4
79034	C7orf26
54753	ZNF853
100131017	ZNF316
7559	ZNF12
728194	RSPH10B2
221960	CCZ1B
100500886	MIR3683
56913	C1GALT1
101927354	
340267	COL28A1
54468	MIOS
6119	RPA3
729852	UMAD1
113263	GLCCI1
3382	ICA1
30010	NXPH1
79150	
4697	NDUFA4
9678	PHF14
221981	THSD7A
54664	TMEM106B
221806	VWDE
102725191	
85477	SCIN
10124	ARL4A
2115	ETV1
1607	DGKB
392636	AGMO
4223	MEOX2
105375166	
729920	CRPPA
100506025	CRPPA-AS1
25928	SOSTDC1
100506049	LRRC72
57037	ANKMY2
28969	BZW2
27075	TSPAN13
10551	AGR2
155465	AGR3
196	AHR
101927630	LINC02889
23161	SNX13
221823	PRPS1L1
9734	HDAC9
100302140	MIR1302-6
7291	TWIST1
222894	FERD3L
221830	POLR1F
100422967	MIR3146
256130	TMEM196
346389	MACC1
100874041	MACC1-AS1
100506098	
101927769	
3696	ITGB8
340273	ABCB5
221833	SP8
104355138	LINC01162
6671	SP4
100302122	MIR1183
8701	DNAH11
55536	CDCA7L
9771	RAPGEF5
256227	STEAP1B
401312	STEAP1B
100506178	
541472	IL6-AS1
3569	IL6
54543	TOMM7
109729180	SNHG26
692210	SNORD93
84668	FAM126A
55975	KLHL7
11097	NUP42
10457	GPNMB
115416	MALSU1
10643	IGF2BP3
109616981	SNORD65C
29896	TRA2A
90693	CCDC126
340277	FAM221A
56164	STK31
4852	NPY
51678	MPP6
1687	GSDME
26031	OSBPL3
54205	CYCS
136895	C7orf31
64111	NPVF
646588	
406940	MIR148A
9603	NFE2L3
3181	HNRNPA2B1
11335	CBX3
29887	SNX10
9808	KIAA0087
100506289	
285941	LINC02860
8935	SKAP2
3198	HOXA1
3199	HOXA2
3200	HOXA3
3201	HOXA4
100133311	HOXA-AS3
3202	HOXA5
3203	HOXA6
3204	HOXA7
3205	HOXA9
100874323	HOXA10-AS
442920	MIR196B
3206	HOXA10
3207	HOXA11
221883	HOXA11-AS
3209	HOXA13
101410536	EVX1-AS
2128	EVX1
11112	HIBADH
8887	TAX1BP1
221895	JAZF1
9586	CREB5
9865	TRIL
100506497	
54504	CPVL
107986703	CPVL-AS1
101928168	
1124	
1124	CHN2
222171	PRR15
442524	DPY19L2P3
100616354	MIR550A3
644150	WIPF3
9805	SCRN1
55033	FKBP14
84725	PLEKHA8
105375216	
222166	MTURN
223082	ZNRF2
693133	MIR550A1
100500883	MIR550B1
100506516	LINC01176
10392	NOD1
79017	GGCT
2617	GARS1
1395	CRHR2
11185	INMT
84182	MINDY4
358	AQP1
2692	GHRHR
117	ADCYAP1R1
63974	NEUROD6
105375224	
223075	ITPRID1
10842	PPP1R17
5137	PDE1C
23658	LSM5
23080	AVL9
693134	MIR550A2
100500830	MIR550B2
25948	KBTBD2
441212	RP9P
11328	FKBP9
51251	NT5C3A
6100	RP9
27241	BBS9
168667	BMPER
404744	NPSR1-AS1
387129	NPSR1
23333	DPY19L1
100302152	MIR548N
57057	TBX20
64224	HERPUD2
101930085	
989	SEPTIN7
101928618	
80820	EEPD1
23366	KIAA0895
54443	ANLN
313	AOAH
100874264	AOAH-IT1
9844	ELMO1
100302113	MIR1200
100861514	ELMO1-AS1
353345	GPR141
54749	EPDR1
51314	NME8
6424	SFRP4
83930	STARD3NL
445347	TRGC1
100506776	TRG-AS1
273	AMPH
340286	FAM183BP
27072	VPS41
11281	POU6F2
109616963	SNORA20B
100861520	POU6F2-AS1
57002	YAE1
5898	RALA
8621	CDK13
136647	MPLKIP
79783	SUGCT
101928744	LINC01450
101928773	LINC01449
3624	INHBA
285954	INHBA-AS1
2737	GLI3
101928795	LINC01448
79020	C7orf25
5683	PSMA2
64983	MRPL32
23072	HECW1
100127950	HECW1-IT1
100500829	MIR3943
100506895	LUARIS
9263	STK17A
55744	COA1
644	BLVRA
64951	MRPS24
100534592	URGCP-MRPS24
55665	URGCP
51619	UBE2D4
84820	POLR2J4
285955	SPDYE1
28988	DBNL
102466985	MIR6837
5224	PGAM2
27434	POLM
102465504	MIR6838
165	AEBP1
100616346	MIR4649
5425	POLD2
58498	MYL7
2645	GCK
10652	YKT6
816	CAMK2B
23386	NUDCD3
29881	NPC1L1
54606	DDX56
222068	TMED4
4967	OGDH
83637	ZMIZ2
5478	PPIA
94239	H2AZ2
5814	PURB
100616393	MIR4657
64005	MYO1G
285958	SNHG15
677798	SNORA9
83605	CCM2
23148	NACAD
9238	TBRG4
654319	SNORA5A
677796	SNORA5C
677795	SNORA5B
10268	RAMP3
107	ADCY1
3484	IGFBP1
3486	IGFBP3
730338	
105375267	
64759	TNS3
101929086	LINC01447
401335	C7orf65
168507	PKD1L1
84847	LINC00525
80099	C7orf69
3364	HUS1
256979	SUN3
136288	C7orf57
7378	UPP1
154664	ABCA13
168448	CDC14C
375567	VWC2
11055	ZPBP
100130988	SPATA48
10320	IKZF1
63979	FIGNL1
1644	DDC
100129427	DDC-AS1
2887	GRB10
23242	COBL
285877	POM121L12
105375283	
401337	LINC01446
102723605	LINC01445
222008	VSTM2A
285878	VSTM2A-OT1
23480	SEC61G
1956	EGFR
100507500	EGFR-AS1
55915	LANCL2
81552	VOPP1
360132	FKBP9P1
346288	SEPTIN14
349075	ZNF713
2631	NIPSNAP2
51373	MRPS17
5723	PSPH
908	CCT6A
109616964	SNORA22B
677803	SNORA15
25870	SUMF2
5260	PHKG1
51142	CHCHD2
389493	NUPR2
101928401	
102723684	
100130849	
100422917	MIR4283-1
90827	ZNF479
105375297	
100422939	MIR3147
441234	ZNF716
100422848	MIR4283-2
100506050	LINC01005
442319	ZNF727
730291	ZNF735
168417	ZNF679
728927	ZNF736
340252	ZNF680
51427	ZNF107
102465505	MIR6839
7697	ZNF138
10793	ZNF273
441239	
51351	ZNF117
109504726	ZNF117
2086	ERV3-1
643180	CCT6P3
109616965	SNORA22C
109616962	SNORA15B-1
285905	INTS4P1
168374	ZNF92
441242	
677807	SNORA22
109617022	SNORA15B-2
154807	VKORC1L1
2990	GUSB
435	ASL
27297	CRCP
8460	TPST1
285908	LINC00174
100289098	
154881	KCTD7
27342	RABGEF1
729156	GTF2IRD1P1
55069	TMEM248
51119	SBDS
55253	TYW1
100616310	MIR4650-1
5382	PMS2P4
442572	SPDYE21
64940	STAG3L4
101929736	STAG3L4
102723427	
105375341	
100507468	CT66
26053	AUTS2
64409	GALNT17
100500836	MIR3914-1
100500920	MIR3914-2
83698	CALN1
441250	TYW1B
100616331	MIR4650-2
441251	SPDYE7P
9883	POM121
260294	NSUN5P2
378108	TRIM74
378108	STAG3L3
643862	SPDYE8
728524	SPDYE8
643862	SPDYE11
100996746	SPDYE11
643862	SPDYE9
643909	SPDYE9
100093631	GTF2IP4
654816	NCF1B
55695	NSUN5
135892	TRIM50
8468	FKBP6
8326	FZD9
9031	BAZ1B
9275	BCL7B
26608	TBL2
51085	MLXIPL
155382	VPS37D
84277	DNAJC30
114049	BUD23
6804	STX1A
100422948	MIR4284
83451	ABHD11
1365	CLDN3
1364	CLDN4
155368	METTL27
135886	TMEM270
2006	ELN
3984	LIMK1
7458	EIF4H
693175	MIR590
7462	LAT2
5982	RFC2
107986742	
7461	CLIP2
9569	GTF2IRD1
2969	GTF2I
101926943	
653361	NCF1
84163	GTF2IRD2
729438	CASTOR2
81554	RCC1L
389524	GTF2IRD2B
654817	NCF1C
2970	GTF2IP1
105180390	SPDYE13
641776	SPDYE14
105180391	SPDYE15
541473	
375593	TRIM73
155400	NSUN5P1
100101267	POM121C
442590	SPDYE5
5387	PMS2P3
3092	HIP1
10344	CCL26
6369	CCL24
57414	RHBDD2
5447	POR
100616270	MIR4651
677801	SNORA14A
83862	TMEM120A
51657	STYXL1
4191	MDH2
222183	SRRM3
3315	HSPB1
7532	YWHAG
136853	SSC4D
7784	ZP3
113878	DTX2
105375355	UPK3B
285955	SPDYE16
102723555	SPDYE16
100133091	
22932	POMZP3
441263	DTX2P1-UPK3BP1-PMS2P11
643862	SPDYE17
100101268	SPDYE17
102723849	SPDYE17
57639	CCDC146
10875	FGL2
54103	GSAP
5782	PTPN12
100505854	APTR
222194	RSBN1L
85025	TMEM60
57157	PHTF2
9863	MAGI2
399670	RPL13AP17
100874021	MAGI2-AS2
100505881	MAGI2-AS3
2770	GNAI1
948	CD36
346562	GNAT3
10512	SEMA3C
100128317	
3082	HGF
781	CACNA2D1
101927356	CACNA2D1-AS1
27445	PCLO
9723	SEMA3E
10371	SEMA3A
101927378	
223117	SEMA3D
105375380	LINC00972
2913	GRM3
222223	ELAPOR2
101927420	
9988	DMTF1
79161	TMEM243
54677	CROT
5244	ABCB4
5243	ABCB1
154661	RUNDC3B
55972	SLC25A40
10926	DBF4
53616	ADAM22
6717	SRI
102723885	SRI-AS1
79689	STEAP4
219578	ZNF804B
219557	TEX47
100874100	STEAP2-AS1
442523	DPY19L2P4
26872	STEAP1
261729	STEAP2
79846	CFAP69
107986818	FAM237B
85865	GTPBP10
101927446	GTPBP10
9069	CLDN12
5218	CDK14
102723899	
8321	FZD1
7978	MTERF1
112267986	
10142	AKAP9
1595	CYP51A1
613126	CYP51A1-AS1
401387	LRRD1
889	KRIT1
100302218	MIR1285-1
54467	ANKIB1
105375396	TMBIM7P
57798	GATAD1
30816	ERVW-1
5189	PEX1
84060	RBM48
257415	FAM133B
1021	CDK6
101927497	CDK6-AS1
54809	SAMD9
219285	SAMD9L
253012	HEPACAM2
55610	VPS50
799	CALCR
724023	MIR653
574442	MIR489
2792	GNGT1
100616206	MIR4652
7980	TFPI2
105375401	TFPI2-DT
2791	GNG11
10282	BET1
1278	COL1A2
64921	CASD1
8910	SGCE
23089	PEG10
55607	PPP1R9A
5444	PON1
5446	PON3
5445	PON2
51666	ASB4
5166	PDK4
1780	DYNC1I1
10165	SLC25A13
693176	MIR591
7979	SEM1
1750	DLX6
1749	DLX5
57001	SDHAF3
6863	TAC1
440	ASNS
100847066	MIR5692A1
100847017	MIR5692C2
4951	OCM2
22853	LMTK2
168620	BHLHA15
25851	TECPR1
25798	BRI3
55971	BAIAP2L1
4885	NPTX2
222865	TMEM130
8295	TRRAP
100500819	MIR3609
57154	SMURF1
402569	KPNA7
10552	ARPC1A
